Sample,r,alpha,beta,k,Antag_Lag,Collapse_Lag
93,0.0081786360639311,0.006531062926969122,0.002640700201239684,0.019932370561304334,117.4,151.8
94,0.007904995994041005,0.007911765240186802,0.002614069783614206,0.02203463965575339,89.4,105.30000000000001
95,0.009931163339617527,0.006427361855405608,0.003283021634330042,0.021775164875666064,114.20000000000002,164.40000000000003
96,0.007969045034578471,0.007942658622069339,0.0031160485621018956,0.0259385293745541,74.4,89.4
97,0.00963469181827049,0.008182832093365908,0.002803831115314176,0.02104530241102026,96.10000000000002,119.4
98,0.009676659829430315,0.008190378163351344,0.003441454627800606,0.02268919756161087,87.60000000000002,115.60000000000002
99,0.008654448831640514,0.008121929161669492,0.002856723186227716,0.026310993705968917,74.5,87.10000000000002
100,0.00996771442997613,0.0073402365615937906,0.0032257839610123477,0.02507925468985193,89.30000000000001,115.60000000000002
101,0.007928434445857018,0.008405744040029025,0.0030047271352030714,0.025581937688093113,71.70000000000002,84.0
102,0.00851413392278265,0.008389927264116451,0.0029002815108607467,0.019880755183847288,95.10000000000002,118.70000000000002
103,0.010094531336332011,0.0065803950227688,0.002837382273831373,0.026445933149685127,95.20000000000002,119.4
104,0.010216639296731401,0.007665235248277393,0.0031186534909528195,0.022939634198628454,94.60000000000002,122.80000000000001
105,0.008441669083584773,0.007114495227082311,0.0031552666104693347,0.025064097960769385,87.0,110.20000000000002
106,0.00978726341805979,0.008151640821287746,0.002632085492743821,0.023260997929871043,88.4,105.20000000000002
107,0.007805408652044939,0.007611439985228405,0.002947377451236039,0.026010052237480513,77.10000000000002,91.5
108,0.008597470533890612,0.006638400786962113,0.002678692513847552,0.02512795931570513,94.5,114.9
109,0.009319188770953904,0.006602526021276278,0.0026256961255034976,0.02470477422889925,99.5,122.10000000000002
110,0.007846460117183322,0.0082241851334033,0.0031856180044408464,0.02037362797668688,91.10000000000002,116.60000000000002
111,0.007879061828030018,0.008594939051627642,0.002886843716180508,0.02239578860799757,80.70000000000002,95.80000000000001
112,0.009844558831595256,0.008506309299113682,0.003437400957440584,0.02507111351496,77.0,97.9
113,0.008665900880933471,0.006562876612572004,0.003249432224334693,0.023708245705653275,99.20000000000002,133.5
